Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present,Total Deal Amount (Crores),Valuation Requested (Crores),Deal Valuation (Crores),Deal Success,Investor Count,Equity per Lakh,Pitcher Age Group
1,JhaJiAchaar,4,11,20-Dec-21,04-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Rannvijay Singh,food and beverage,Pickle,https://www.jhajistore.com/,2021,2,0,2,0,0,55,Darbhanga,Bihar,0,5.0,18,0,0.0,No,0,No,No,No,50.0,10.0,500.0,1,1,56.6,5.62,0,0,1007.0,2,No,0.0,0.0,0.0,28.3,2.81,0.0,28.3,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.5660000000000001,5.0,10.07,1,2,10.0711743772242,>50
1,Bummer,4,12,20-Dec-21,04-Feb-22,23-Dec-21,Entrepreneurship Ki Wave,Rannvijay Singh,beauty/fashion,Underwear,https://bummer.in/,2020,1,1,0,0,0,25,Ahmedabad,Gujarat,36,15.0,70,0,0.0,No,0,No,No,No,75.0,4.0,1875.0,1,1,75.0,7.5,0,0,1000.0,2,No,0.0,0.0,0.0,37.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,3.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.75,18.75,10.0,1,2,10.0,<30
1,RevampMoto,5,13,20-Dec-21,04-Feb-22,24-Dec-21,Hunt For Interesting Business,Rannvijay Singh,vehicles/electrical vehicles,E-Bike Mitra bud-e RM,https://www.revampmoto.in/,2021,3,3,0,0,0,25,Nashik,Maharashtra,0,0.01,0,0,0.0,No,0,No,No,No,100.0,1.0,10000.0,1,1,100.0,1.5,0,0,6667.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.75,0.0,50.0,0.75,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,1.0,100.0,66.67,1,2,66.66666666666667,<30
1,HungryHead,5,14,20-Dec-21,04-Feb-22,24-Dec-21,Hunt For Interesting Business,Rannvijay Singh,food and beverage,Restaurant serving 80 types of Maggi,http://www.hungryhead.co.in/,2013,2,2,0,0,0,40,Mumbai,Maharashtra,0,5.5,0,0,0.0,No,80,No,No,No,50.0,5.0,1000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.0,10.0,0.0,0,0,,30-50
1,ShrawaniEngineers,5,15,20-Dec-21,04-Feb-22,24-Dec-21,Hunt For Interesting Business,Rannvijay Singh,beauty/fashion,Belly Button Shaper,https://www.shrawaniengineers.com/,2019,2,1,1,0,1,40,Nagpur,Maharashtra,50,0.0,0,0,0.0,No,0,No,No,No,20.0,10.0,200.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.0,2.0,0.0,0,0,,30-50
1,SkippiIcePops,6,16,20-Dec-21,04-Feb-22,27-Dec-21,"New Week, New Ideas",Rannvijay Singh,food and beverage,Ice-Pops,https://skippi.in/,2021,2,1,1,0,1,40,Hyderabad,Telangana,0,7.5,0,0,0.0,No,0,yes,No,No,45.0,5.0,900.0,1,1,100.0,15.0,0,0,667.0,5,No,0.0,0.0,0.0,20.0,3.0,0.0,20.0,3.0,0.0,20.0,3.0,0.0,20.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.0,0.0,Ashneer Grover,Ashneer Grover,1,1,1,1,0,0,0,1,1.0,9.0,6.67,1,5,6.666666666666667,30-50
1,Menstrupedia,6,17,20-Dec-21,04-Feb-22,27-Dec-21,"New Week, New Ideas",Rannvijay Singh,children/education,Menstrual Awareness Comic,https://www.menstrupedia.com/,2012,2,1,1,0,1,40,Ahmedabad,Gujarat,115,0.0,27,0,0.0,No,0,No,No,No,50.0,10.0,500.0,1,1,50.0,20.0,0,0,250.0,1,No,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.5,5.0,2.5,1,1,2.5,30-50
1,Hecoll,6,18,20-Dec-21,04-Feb-22,27-Dec-21,"New Week, New Ideas",Rannvijay Singh,beauty/fashion,Pollution Resistant Fabric - Healthy Cover For All,https://hecoll.com/,2019,1,0,1,0,0,40,Hyderabad,Telangana,107,0.0,0,0,0.0,No,0,No,No,No,100.0,1.0,10000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.0,100.0,0.0,0,0,,30-50
1,RaisingSuperstars,7,19,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,children/education,Child Development App,https://raisingsuperstars.com/india-page,2020,2,1,1,0,1,40,Gurgaon,Haryana,1300,0.0,0,0,0.0,No,0,No,No,No,100.0,2.0,5000.0,1,1,100.0,4.0,0,0,2500.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,50.0,2.0,0.0,Ashneer Grover,Ashneer Grover,1,1,1,1,0,0,0,1,1.0,50.0,25.0,1,2,25.0,30-50
1,Torch-it,7,20,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,children/education,Gadgets for visually impaired people,https://mytorchit.com/,2018,1,1,0,0,0,40,Ahmedabad,Gujarat,260,1.0,0,0,0.0,No,0,yes,No,No,75.0,1.0,7500.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.0,75.0,0.0,0,0,,30-50
1,Kavach,7,21,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,children/education,Report bullying incidents,https://antibullyingsquad.com/,2018,2,1,1,0,0,25,Gurgaon,Haryana,0,0.0,0,0,0.0,No,0,No,No,No,5.0,10.0,50.0,1,1,5.0,10.0,0,0,50.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,2.5,5.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.05,0.5,0.5,1,2,0.5,<30
1,LaKheerDeli,7,22,20-Dec-21,04-Feb-22,28-Dec-21,A Never Give Up Spirit,Rannvijay Singh,food and beverage,Kheer in variety of flavors,https://lakheerdeli.com/,2018,3,1,2,0,0,40,Pune,Maharashtra,0,6.0,0,0,0.0,No,9,No,No,No,50.0,7.5,667.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,1,1,1,0,0,0,1,0.0,6.67,0.0,0,0,,30-50
1,BeyondSnack,8,23,20-Dec-21,04-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,food and beverage,Kerala Banana Chips,https://www.beyondsnack.in/,2020,1,1,0,0,0,40,Thiruvananthapuram,Kerala,60,20.6,51,0,0.0,No,0,No,No,No,50.0,2.5,2000.0,1,1,50.0,2.5,0,0,2000.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,25.0,1.25,0.0,Ashneer Grover,Ashneer Grover,1,0,1,1,1,0,0,1,0.5,20.0,20.0,1,2,20.0,30-50
1,VivalyfInnovations,8,24,20-Dec-21,04-Feb-22,29-Dec-21,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,medical/health,Easy Life Prickless Diabetes Testing Machine,https://vivalyf.in/,2021,2,1,1,0,0,25,Hyderabad,Telangana,0,0.0,0,0,0.0,No,0,No,No,No,56.0,7.5,747.0,1,1,56.0,33.33,0,0,168.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.66,0.0,0.0,0.0,0.0,28.0,16.66,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Ashneer Grover,1,0,1,1,1,0,0,1,0.56,7.47,1.68,1,2,1.6801680168016802,<30
