Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Original Air Date,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,EBITDA,Cash Burn,SKUs,Has Patents,Bootstrapped,Part of Match off,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present,Total Deal Amount (Crores),Valuation Requested (Crores),Deal Valuation (Crores),Deal Success,Investor Count,Equity per Lakh,Pitcher Age Group
1,TweekLabs,33,110,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,fitness/sports/outdoors,Sportswear,https://www.tweek-labs.com/,2019,4,4,0,0,0,40,Delhi,Delhi,0,0.0,0,0,0.0,No,0,No,No,No,40.0,2.0,2000.0,1,1,60.0,10.0,0,0,600.0,3,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.33,0.0,0.0,0.0,0.0,20.0,3.33,0,0.0,0.0,0.0,0.0,0.0,0,20.0,3.33,0.0,Ashneer Grover,Ashneer Grover,1,0,1,1,1,0,0,1,0.6,20.0,6.0,1,3,6.0,30-50
1,Proxgy,33,111,20-Dec-21,04-Feb-22,02-Feb-22,Life-Changing Ideas,Rannvijay Singh,technology/software,Virtual Reality,https://www.proxgy.com/,2020,2,2,0,0,0,40,Delhi,Delhi,0,0.0,0,0,0.0,No,0,yes,No,No,35.0,1.0,3500.0,1,1,100.0,10.0,0,0,1000.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,50.0,5.0,0.0,Ashneer Grover,Ashneer Grover,1,0,1,1,1,0,0,1,1.0,35.0,10.0,1,2,10.0,30-50
1,NomadFoodProject,34,112,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,food and beverage,Bacon Jams Relishes,https://nomadfoodproject.com/,2019,2,2,0,0,0,25,"Delhi,Pune","Delhi,Maharashtra",0,3.0,70,0,0.0,No,0,No,No,No,40.0,10.0,400.0,1,1,40.0,20.0,0,0,200.0,4,No,0.0,0.0,0.0,10.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,20.0,10.0,0.0,"Ghazal Alagh,Ashneer Grover","Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.4,4.0,2.0,1,4,2.0,<30
1,TweeInOne,34,113,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,beauty/fashion,Reversible and convertible clothing,https://tweeinone.com/,2017,1,0,1,0,0,25,Mumbai,Maharashtra,0,0.0,0,0,0.0,No,0,No,No,No,30.0,7.5,400.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,"Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.0,4.0,0.0,0,0,,<30
1,GreenProtein,34,114,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,food and beverage,Plant-Based Protein,https://greenprotein.co.in/,2019,2,1,1,0,1,40,Mumbai,Maharashtra,0,12.0,40,0,0.0,No,0,No,No,No,60.0,2.0,3000.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,"Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.0,30.0,0.0,0,0,,30-50
1,On2Cook,34,115,20-Dec-21,04-Feb-22,03-Feb-22,Scaling Ambitions,Rannvijay Singh,food and beverage,Fastest Cooking Device,https://on2cook.com/,2022,1,1,0,0,0,40,Ahmedabad,Gujarat,0,0.0,0,0,0.0,No,0,No,No,No,100.0,1.0,10000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,"Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.0,100.0,0.0,0,0,,30-50
1,JainShikanji,35,116,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,food and beverage,Lemonade,https://jainshikanjimasala.com/,2017,1,1,0,0,0,40,Modinagar,Uttar Pradesh,0,2.0,0,0,0.0,No,0,No,No,No,40.0,8.0,500.0,1,1,40.0,30.0,0,0,133.0,4,No,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.5,0.0,10.0,7.5,0.0,10.0,7.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,10.0,7.5,0.0,Ashneer Grover,"Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.4,5.0,1.33,1,4,1.3333333333333333,30-50
1,Woloo,35,117,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,technology/software,Washroom Finder,https://woloo.in/,2020,3,1,2,0,0,40,Mumbai,Maharashtra,108,0.0,0,0,0.0,No,0,No,No,No,50.0,4.0,1250.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,"Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.0,12.5,0.0,0,0,,30-50
1,ElcareIndia,35,118,20-Dec-21,04-Feb-22,04-Feb-22,The Final Destination,Rannvijay Singh,medical/health,Carenting for Elders,https://elcare.co/,2021,3,2,1,0,0,40,Mumbai,Maharashtra,60,0.0,30,0,0.0,No,0,No,No,No,100.0,2.5,4000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,"Ghazal Alagh,Ashneer Grover",1,1,1,1,1,0,0,2,0.0,40.0,0.0,0,0,,30-50
1,SneaKare,36,119,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,beauty/fashion,Shoe Sneaker kits storage crates,https://sneakare.com/,2020,1,1,0,0,0,25,Delhi,Delhi,0,7.0,0,0,0.0,No,0,No,No,No,20.0,5.0,400.0,1,1,21.0,12.0,0,0,175.0,3,No,0.0,0.0,0.0,7.0,4.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,1,1,0,1,1,0,0,0,0.21,4.0,1.75,1,3,1.75,<30
1,FrenchCrown,36,120,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,beauty/fashion,Clothes,https://frenchcrown.in/,2017,2,2,0,0,0,40,Surat,Gujarat,7200,0.0,70,0,0.0,No,0,No,No,No,150.0,0.33,45455.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,1,1,0,1,1,0,0,0,0.0,454.55,0.0,0,0,,30-50
1,StoreMyGoods,36,121,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,business services,Storage solutions,https://storemygoods.in/,2020,3,2,1,0,1,40,Noida,Uttar Pradesh,100,0.0,0,0,0.0,No,0,No,No,No,100.0,1.75,5714.0,1,1,50.0,4.0,50,0,1250.0,2,No,0.0,0.0,0.0,25.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,1,1,0,1,1,0,0,0,0.5,57.14,12.5,1,2,12.5,30-50
1,Devnagri,36,122,20-Dec-21,04-Feb-22,04-Feb-22,Gateway To Shark Tank India,Rannvijay Singh,technology/software,Translation of language content,https://devnagri.com/,2020,2,2,0,0,0,40,Delhi,Delhi,500,0.0,0,0,0.0,No,0,No,No,No,100.0,1.0,10000.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,1,1,0,1,1,0,0,0,0.0,100.0,0.0,0,0,,30-50
1,WitBlox,0,123,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,manufacturing,Kids playing equipment,https://witblox.com/,2020,2,1,1,0,0,40,Mumbai,Maharashtra,0,0.0,0,0,0.0,No,0,No,No,No,60.0,3.0,2000.0,1,1,60.0,10.0,0,0,600.0,2,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,30.0,5.0,0.0,Ghazal Alagh,Ghazal Alagh,0,0,0,0,1,0,0,1,0.6,20.0,6.0,1,2,6.0,30-50
1,Kineer,0,124,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,food and beverage,Packaged drinking water,https://www.kineerblessed.com/,2018,2,1,0,1,0,40,Pune,Maharashtra,0,2.0,0,0,0.0,No,0,No,No,No,100.0,10.0,1000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,10.0,0.0,0,0,,30-50
1,PiChem,0,125,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,manufacturing,Chemical products,http://www.pichem.in/,2021,1,1,0,0,0,25,Lucknow,Uttar Pradesh,0,1.77,50,0,0.0,No,0,No,No,No,40.0,5.0,800.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,8.0,0.0,0,0,,<30
1,Clensta,0,126,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,beauty/fashion,Waterless bathing technology products,https://clensta.com/,2017,1,1,0,0,0,40,Delhi,Delhi,0,150.0,0,0,0.0,No,0,No,No,No,100.0,1.0,10000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,0,,30-50
1,InfinitiInsects,0,127,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,animal/pets,Live insect feed for pets,https://infiniti-insects.business.site/,2016,2,1,1,0,0,40,Bangalore,Karnataka,0,0.5,0,0,0.0,No,0,No,No,No,25.0,10.0,250.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,2.5,0.0,0,0,,30-50
1,AshwaPro,0,128,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,business services,Outdoor cycling gym,https://ashwa.pro/,2020,1,1,0,0,0,40,Jaipur,Rajasthan,0,0.0,0,0,0.0,No,0,No,No,No,50.0,10.0,500.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0,0,,30-50
1,Mine4Nine,0,129,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,beauty/fashion,Trendy maternity dresses,https://mine4nine.in/,2019,2,1,1,0,1,40,Gurgaon,Haryana,260,0.0,0,0,0.0,No,0,No,No,No,75.0,4.0,1875.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,18.75,0.0,0,0,,30-50
1,StudioBeej,0,130,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,beauty/fashion,Sustainable leather accessories,https://studiobeej.com/,2020,1,0,1,0,0,40,Mumbai,Maharashtra,112,0.0,0,0,0.0,No,0,No,No,No,75.0,7.5,1000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,10.0,0.0,0,0,,30-50
1,Sattuz,0,131,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,food and beverage,Foods Beverages super food,https://sattuz.in/,2018,2,1,1,0,1,40,Madhubani,Bihar,25,0.0,0,0,0.0,No,0,No,No,No,25.0,5.0,500.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0,0,,30-50
1,Scintiglo,0,132,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,medical/health,Diagnostic device for microalbuminuria estimation,https://cemd.in/,2021,1,1,0,0,0,40,Indore,Madhya Pradesh,0,0.0,0,0,0.0,No,0,No,No,No,75.0,1.0,7500.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,75.0,0.0,0,0,,30-50
1,Glii,0,133,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,business services,Dating app for LGBTQ,https://www.glii.in/,2021,4,3,0,1,0,40,Noida,Uttar Pradesh,0,0.0,0,0,0.0,No,0,No,No,No,40.0,4.0,1000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,10.0,0.0,0,0,,30-50
1,StanleeIndia,0,134,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,electronics,Televisions,https://www.stanleeindia.com/,2019,3,3,0,0,0,40,Delhi,Delhi,0,0.0,0,0,0.0,No,0,No,No,No,60.0,3.0,2000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,20.0,0.0,0,0,,30-50
1,SpaceKidzIndia,0,135,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,manufacturing,Small Satellites by kids,https://www.spacekidzindia.in/,2016,2,1,1,0,0,40,Chennai,Tamil Nadu,0,0.0,0,0,0.0,No,0,No,No,No,100.0,2.0,5000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,50.0,0.0,0,0,,30-50
1,UrbanNaps,0,136,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,business services,Smart Napping Pod,https://urbannaps.com/,2018,2,2,0,0,0,25,Ahmedabad,Gujarat,0,0.0,0,0,0.0,No,0,No,No,No,50.0,4.0,1250.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,12.5,0.0,0,0,,<30
1,Gizmoswala,0,137,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,entertainment,Sex toys and games,https://www.gizmoswala.com/,2020,3,2,1,0,0,40,Mumbai,Maharashtra,0,7.0,40,0,0.0,No,0,No,No,No,75.0,5.0,1500.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,15.0,0.0,0,0,,30-50
1,ZyppElectric,0,138,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,vehicles/electrical vehicles,Electrical Vehicles,https://zypp.app/,2017,2,1,1,0,1,25,Gurgaon,Haryana,0,0.0,0,0,0.0,yes,0,No,No,No,220.0,1.0,22000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,220.0,0.0,0,0,,<30
1,Picsniff,0,139,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,technology/software,Face recognition based image sharing,https://algomage.com/algoshare,2021,1,1,0,0,0,25,Mumbai,Maharashtra,0,0.0,0,0,0.0,No,0,No,No,No,55.0,1.0,5500.0,1,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,55.0,0.0,0,0,,<30
1,Deciwood,0,140,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,electronics,Portable wooden Bluetooth speakers,https://deciwood.com/,2019,2,2,0,0,0,25,Delhi,Delhi,0,0.0,0,0,0.0,No,0,No,No,No,50.0,3.5,1429.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,14.29,0.0,0,0,,<30
1,HappyBar,0,141,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,food and beverage,FitSport delicious snacks,https://www.fitsport.me/,2019,3,2,1,0,0,40,Hyderabad,Telangana,0,29.0,0,0,0.0,yes,0,No,No,No,60.0,2.0,3000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,30.0,0.0,0,0,,30-50
1,Tathastulive,0,142,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,business services,"Offer Daan, Puja and Yajna",https://www.temple.biz/,2020,3,2,1,0,1,40,Ahmedabad,Gujarat,0,0.0,0,0,0.0,No,0,No,No,No,50.0,10.0,500.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,5.0,0.0,0,0,,30-50
1,BandsandCups,0,143,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,beauty/fashion,Bra fitting service,https://www.bandsandcups.com/,2021,1,0,1,0,0,40,Chennai,Tamil Nadu,0,1.0,60,0,0.0,No,0,No,No,No,40.0,10.0,400.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,4.0,0.0,0,0,,30-50
1,MyWealthProtector,0,144,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,business services,Beyond Life Service,https://mywealthprotector.com/,2019,2,2,0,0,0,40,Mumbai,Maharashtra,0,2.0,0,0,0.0,No,0,No,No,No,50.0,2.5,2000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,20.0,0.0,0,0,,30-50
1,TheIris,0,145,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,manufacturing,Pocket Microscopes,https://www.theiris.co.in/,2019,2,1,1,0,0,25,Bangalore,Karnataka,0,0.0,0,0,0.0,No,0,No,No,No,10.0,15.0,67.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,0.67,0.0,0,0,,<30
1,Canebot,0,146,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,food and beverage,Juice making machine,Unknown,2012,2,1,1,0,1,40,Pune,Maharashtra,200,0.0,0,0,0.0,No,0,yes,No,No,100.0,2.5,4000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,40.0,0.0,0,0,,30-50
1,OyeDelhiOye,0,147,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,food and beverage,Delhi Ke Chole Kulche,Unknown,2021,2,2,0,0,0,40,Delhi,Delhi,0,0.0,0,0,0.0,No,0,No,No,No,35.0,10.0,350.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,3.5,0.0,0,0,,30-50
1,InaliAssistiveTech,0,148,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,medical/health,Prosthetics,https://inalifoundation.com/,2020,2,2,0,0,0,25,Pune,Maharashtra,0,0.0,0,0,0.0,No,0,No,No,No,50.0,5.0,1000.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,10.0,0.0,0,0,,<30
1,Meera'sCelebrations,0,149,20-Dec-21,04-Feb-22,04-Feb-22,Unseen,Rannvijay Singh,business services,Wedding ceremonial items,https://www.facebook.com/meeracelebrations/,2010,2,1,1,0,1,40,Ludhiana,Punjab,0,0.0,0,0,0.0,No,0,No,No,No,50.0,25.0,200.0,0,0,0.0,0.0,0,0,0.0,0,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Unknown,Unknown,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0,0,,30-50
